City,Date,CO,NH3,NO2,AQI,AQI_Bucket
Chennai,2019-01-08,0.84,93.11,16.18,108.0,Moderate
Chennai,2019-01-09,0.85,191.23,13.92,185.0,Moderate
Chennai,2019-01-10,0.81,162.85,14.95,181.0,Moderate
Chennai,2019-01-11,0.9,64.09,13.7,199.0,Moderate
Chennai,2019-01-12,0.89,62.16,12.88,183.0,Moderate
Chennai,2019-01-13,1.08,63.82,12.93,105.0,Moderate
Chennai,2019-01-14,0.97,63.79,12.57,110.0,Moderate
Chennai,2019-01-15,1.2,63.11,11.56,115.0,Moderate
Chennai,2019-01-16,0.84,63.85,11.33,97.0,Satisfactory
Chennai,2019-01-17,0.89,63.66,11.15,111.0,Moderate
Chennai,2019-01-18,1.04,64.33,11.39,140.0,Moderate
Chennai,2019-01-19,0.89,63.91,11.74,131.0,Moderate
Chennai,2019-01-20,0.97,65.22,12.43,102.0,Moderate
Chennai,2019-01-21,0.92,48.52,12.28,98.0,Satisfactory
Chennai,2019-01-22,0.87,16.57,12.25,176.0,Moderate
Chennai,2019-01-23,0.87,16.84,12.07,92.0,Satisfactory
Chennai,2019-01-24,1.01,30.26,12.0,99.0,Satisfactory
Chennai,2019-01-25,0.9,65.78,12.21,73.0,Satisfactory
Chennai,2019-01-26,0.83,65.95,10.38,68.0,Satisfactory
Chennai,2019-01-27,0.97,65.49,10.66,70.0,Satisfactory
Chennai,2019-01-28,0.99,65.01,10.43,71.0,Satisfactory
Chennai,2019-01-29,1.01,64.29,12.27,84.0,Satisfactory
Chennai,2019-01-30,0.97,64.06,12.14,120.0,Moderate
Chennai,2019-01-31,0.98,64.5,11.73,144.0,Moderate
Chennai,2019-02-01,0.93,64.85,11.85,147.0,Moderate
Chennai,2019-02-02,0.93,64.64,12.05,99.0,Satisfactory
Chennai,2019-02-03,0.93,64.87,11.26,84.0,Satisfactory
Chennai,2019-02-04,0.94,64.78,11.89,86.0,Satisfactory
Chennai,2019-02-05,1.01,64.59,12.34,115.0,Moderate
Chennai,2019-02-06,0.99,65.28,13.45,149.0,Moderate
Chennai,2019-02-07,1.1,64.89,12.16,138.0,Moderate
Chennai,2019-02-08,1.07,66.42,11.83,87.0,Satisfactory
Chennai,2019-02-09,0.91,66.69,10.92,77.0,Satisfactory
Chennai,2019-02-10,1.0,66.05,10.88,67.0,Satisfactory
Chennai,2019-02-11,1.04,65.78,10.27,77.0,Satisfactory
Chennai,2019-02-12,1.01,64.94,10.73,126.0,Moderate
Chennai,2019-02-13,0.96,64.45,12.07,200.0,Moderate
Chennai,2019-02-14,1.03,65.17,11.68,283.0,Poor
Chennai,2019-02-15,1.08,66.85,11.22,187.0,Moderate
Chennai,2019-02-16,0.94,66.58,11.06,87.0,Satisfactory
Chennai,2019-02-17,0.92,67.23,10.9,93.0,Satisfactory
Chennai,2019-02-18,0.98,67.5,10.6,80.0,Satisfactory
Chennai,2019-02-19,0.99,67.6,10.58,78.0,Satisfactory
Chennai,2019-02-20,0.91,67.41,11.75,66.0,Satisfactory
Chennai,2019-02-21,1.06,66.43,11.21,75.0,Satisfactory
Chennai,2019-02-22,1.09,66.08,11.82,104.0,Moderate
Chennai,2019-02-23,1.01,42.52,13.88,101.0,Moderate
Chennai,2019-02-24,0.95,16.42,12.35,89.0,Satisfactory
Chennai,2019-02-25,1.12,16.61,11.7,105.0,Moderate
Chennai,2019-02-26,1.08,16.9,12.07,279.0,Poor
Chennai,2019-02-27,0.89,18.24,10.65,127.0,Moderate
Chennai,2019-02-28,0.72,10.21,14.43,100.0,Satisfactory
Chennai,2019-03-01,0.82,33.31,11.01,102.0,Moderate
Chennai,2019-03-02,0.66,198.23,15.07,252.0,Poor
Chennai,2019-03-03,0.6,167.9,18.86,128.0,Moderate
Chennai,2019-03-04,0.81,83.05,13.32,76.0,Satisfactory
Chennai,2019-03-05,0.81,118.25,27.1,87.0,Satisfactory
Chennai,2019-03-06,0.81,28.67,12.09,111.0,Moderate
Chennai,2019-03-07,0.78,21.72,20.52,105.0,Moderate
Chennai,2019-03-08,0.77,7.06,14.39,85.0,Satisfactory
Chennai,2019-03-09,0.83,27.86,21.64,90.0,Satisfactory
Chennai,2019-03-10,0.67,23.83,44.19,83.0,Satisfactory
Chennai,2019-03-11,0.77,10.33,18.38,66.0,Satisfactory
Chennai,2019-03-12,0.75,21.22,25.52,89.0,Satisfactory
Chennai,2019-03-13,0.91,21.44,23.74,143.0,Moderate
Chennai,2019-03-14,0.77,20.01,21.05,155.0,Moderate
Chennai,2019-03-15,0.8,24.09,20.97,100.0,Satisfactory
Chennai,2019-03-16,0.71,40.38,24.86,86.0,Satisfactory
Chennai,2019-03-17,0.85,13.98,19.0,106.0,Moderate
Chennai,2019-03-18,0.79,61.25,32.45,86.0,Satisfactory
Chennai,2019-03-19,0.81,57.93,21.72,87.0,Satisfactory
Chennai,2019-03-20,0.71,32.6,17.29,103.0,Moderate
Chennai,2019-03-21,0.65,15.42,10.35,138.0,Moderate
Chennai,2019-03-22,0.84,39.88,12.16,102.0,Moderate
Chennai,2019-03-23,0.72,14.46,19.38,95.0,Satisfactory
Chennai,2019-03-24,0.82,20.98,22.46,83.0,Satisfactory
Chennai,2019-03-25,0.77,14.04,17.53,83.0,Satisfactory
Chennai,2019-03-26,0.87,25.58,24.94,87.0,Satisfactory
Chennai,2019-03-27,0.92,2.79,13.74,81.0,Satisfactory
Chennai,2019-03-28,0.71,2.04,16.52,81.0,Satisfactory
Chennai,2019-03-29,0.85,1.76,15.39,73.0,Satisfactory
Chennai,2019-03-30,0.77,4.76,16.77,81.0,Satisfactory
Chennai,2019-03-31,1.05,1.69,14.06,100.0,Satisfactory
Chennai,2019-04-01,0.98,1.34,12.5,130.0,Moderate
Chennai,2019-04-02,0.93,1.33,12.07,126.0,Moderate
Chennai,2019-04-03,0.93,1.43,14.01,117.0,Moderate
Chennai,2019-04-04,1.02,1.58,14.81,89.0,Satisfactory
Chennai,2019-04-05,1.05,1.59,13.53,100.0,Satisfactory
Chennai,2019-04-06,1.1,1.8,15.09,101.0,Moderate
Chennai,2019-04-07,0.95,1.86,14.5,99.0,Satisfactory
Chennai,2019-04-08,0.97,1.69,14.32,98.0,Satisfactory
Chennai,2019-04-09,0.94,1.79,17.66,112.0,Moderate
Chennai,2019-04-10,1.07,1.85,18.69,111.0,Moderate
Chennai,2019-04-11,1.08,1.74,16.66,110.0,Moderate
Chennai,2019-04-12,1.0,1.61,16.69,100.0,Satisfactory
Chennai,2019-04-13,1.0,1.35,15.55,79.0,Satisfactory
Chennai,2019-04-14,0.99,1.42,15.54,76.0,Satisfactory
Chennai,2019-04-15,1.1,1.46,13.18,76.0,Satisfactory
Chennai,2019-04-16,1.09,1.48,11.66,70.0,Satisfactory
Chennai,2019-04-17,1.01,3.17,9.96,73.0,Satisfactory
Chennai,2019-04-18,0.9,1.45,10.23,62.0,Satisfactory
Chennai,2019-04-19,0.97,1.6,9.13,66.0,Satisfactory
Chennai,2019-04-20,1.06,4.55,8.88,81.0,Satisfactory
Chennai,2019-04-21,0.98,1.61,10.31,85.0,Satisfactory
Chennai,2019-04-22,1.06,3.0,10.58,74.0,Satisfactory
Chennai,2019-04-23,0.97,8.61,10.27,74.0,Satisfactory
Chennai,2019-04-24,1.06,3.84,11.35,73.0,Satisfactory
Chennai,2019-04-25,1.07,2.24,11.27,76.0,Satisfactory
Chennai,2019-04-26,0.97,1.84,11.22,75.0,Satisfactory
Chennai,2019-04-27,1.01,1.75,11.24,69.0,Satisfactory
Chennai,2019-04-28,1.05,1.72,10.97,71.0,Satisfactory
Chennai,2019-04-29,1.13,1.8,10.88,75.0,Satisfactory
Chennai,2019-04-30,1.13,1.67,11.02,78.0,Satisfactory
Chennai,2019-05-01,1.17,2.05,11.74,80.0,Satisfactory
Chennai,2019-05-02,1.06,1.78,13.48,78.0,Satisfactory
Chennai,2019-05-03,0.99,12.12,14.41,78.0,Satisfactory
Chennai,2019-05-04,1.01,3.69,13.77,80.0,Satisfactory
Chennai,2019-05-05,1.02,3.5,12.95,79.0,Satisfactory
Chennai,2019-05-06,1.08,2.4,13.52,82.0,Satisfactory
Chennai,2019-05-07,1.11,2.34,16.66,83.0,Satisfactory
Chennai,2019-05-08,1.02,2.48,15.19,75.0,Satisfactory
Chennai,2019-05-09,1.14,2.79,16.77,79.0,Satisfactory
Chennai,2019-05-10,1.13,2.17,18.05,77.0,Satisfactory
Chennai,2019-05-11,1.03,116.71,52.6,126.0,Moderate
Chennai,2019-05-12,0.92,40.12,34.91,150.0,Moderate
Chennai,2019-05-13,1.05,35.36,30.03,135.0,Moderate
Chennai,2019-05-14,1.01,29.8,29.99,145.0,Moderate
Chennai,2019-05-15,0.85,35.98,24.05,132.0,Moderate
Chennai,2019-05-16,1.04,25.79,13.84,107.0,Moderate
Chennai,2019-05-23,1.08,22.31,13.27,79.0,Satisfactory
Chennai,2019-05-24,1.07,21.95,11.77,113.0,Moderate
Chennai,2019-05-25,0.96,17.89,12.34,124.0,Moderate
Chennai,2019-05-26,1.05,19.66,12.94,131.0,Moderate
Chennai,2019-05-27,1.17,24.34,13.06,113.0,Moderate
Chennai,2019-05-28,1.23,27.04,13.81,132.0,Moderate
Chennai,2019-05-29,1.31,23.03,13.96,137.0,Moderate
Chennai,2019-05-30,1.03,22.91,14.2,141.0,Moderate
Chennai,2019-05-31,1.1,36.18,15.62,156.0,Moderate
Chennai,2019-06-01,0.89,21.04,10.86,148.0,Moderate
Chennai,2019-06-02,0.77,23.32,10.76,143.0,Moderate
Chennai,2019-06-03,1.22,16.79,11.26,161.0,Moderate
Chennai,2019-06-04,1.12,13.53,11.26,143.0,Moderate
Chennai,2019-06-05,0.92,15.32,11.21,153.0,Moderate
Chennai,2019-06-06,0.94,15.41,13.32,132.0,Moderate
Chennai,2019-06-07,1.07,29.81,17.56,94.0,Satisfactory
Chennai,2019-06-08,1.06,11.98,17.07,126.0,Moderate
Chennai,2019-06-09,1.11,17.39,14.7,119.0,Moderate
Chennai,2019-06-10,1.3,22.14,26.93,100.0,Satisfactory
Chennai,2019-06-11,1.31,33.45,27.66,116.0,Moderate
Chennai,2019-06-12,1.05,23.29,23.0,119.0,Moderate
Chennai,2019-06-13,1.05,49.88,24.04,110.0,Moderate
Chennai,2019-06-14,1.09,6.51,34.45,91.0,Satisfactory
Chennai,2019-06-15,1.06,7.83,23.57,89.0,Satisfactory
Chennai,2019-06-16,0.98,7.85,21.94,87.0,Satisfactory
Chennai,2019-06-17,1.0,10.06,24.69,80.0,Satisfactory
Chennai,2019-06-18,1.18,8.41,25.31,108.0,Moderate
Chennai,2019-06-19,0.99,16.98,19.57,91.0,Satisfactory
Chennai,2019-06-20,1.04,16.13,21.33,88.0,Satisfactory
Chennai,2019-06-21,1.1,17.81,22.3,92.0,Satisfactory
Chennai,2019-06-22,0.93,18.12,17.93,96.0,Satisfactory
Chennai,2019-06-23,1.16,19.24,18.25,109.0,Moderate
Chennai,2019-06-24,1.08,16.36,19.87,101.0,Moderate
Chennai,2019-06-25,1.08,28.12,25.81,129.0,Moderate
Chennai,2019-06-29,0.79,4.28,21.16,106.0,Moderate
Chennai,2019-06-30,0.84,6.62,22.21,123.0,Moderate
Chennai,2019-07-01,0.95,5.77,20.68,125.0,Moderate
Chennai,2019-07-02,0.79,4.94,19.08,73.0,Satisfactory
Chennai,2019-07-03,0.82,20.68,19.12,174.0,Moderate
Chennai,2019-07-04,0.85,37.01,17.96,84.0,Satisfactory
Chennai,2019-07-05,0.93,38.4,18.91,134.0,Moderate
Chennai,2019-07-06,0.85,38.36,23.03,85.0,Satisfactory
Chennai,2019-07-07,0.75,39.1,16.99,77.0,Satisfactory
Chennai,2019-07-08,0.82,36.57,17.93,88.0,Satisfactory
Chennai,2019-07-09,0.8,35.7,16.8,92.0,Satisfactory
Chennai,2019-07-10,0.99,36.81,18.33,92.0,Satisfactory
Chennai,2019-07-11,0.92,36.85,23.57,76.0,Satisfactory
Chennai,2019-07-12,0.99,36.25,18.51,81.0,Satisfactory
Chennai,2019-07-13,0.98,35.18,15.18,94.0,Satisfactory
Chennai,2019-07-14,0.77,34.23,13.12,80.0,Satisfactory
Chennai,2019-07-15,0.9,37.39,16.5,99.0,Satisfactory
Chennai,2019-07-16,0.98,43.31,21.57,80.0,Satisfactory
Chennai,2019-07-17,0.98,45.88,22.9,77.0,Satisfactory
Chennai,2019-07-18,0.83,46.06,22.73,85.0,Satisfactory
Chennai,2019-07-19,0.74,41.42,18.13,74.0,Satisfactory
Chennai,2019-07-20,0.94,42.25,18.26,84.0,Satisfactory
Chennai,2019-07-21,0.84,39.28,16.17,87.0,Satisfactory
Chennai,2019-07-22,0.97,36.86,19.09,70.0,Satisfactory
Chennai,2019-07-23,0.85,38.2,18.11,73.0,Satisfactory
Chennai,2019-07-24,0.82,39.38,18.57,73.0,Satisfactory
Chennai,2019-07-25,0.88,38.79,17.75,94.0,Satisfactory
Chennai,2019-07-26,0.86,34.32,18.94,85.0,Satisfactory
Chennai,2019-07-27,0.84,36.58,20.83,66.0,Satisfactory
Chennai,2019-07-28,0.88,29.56,16.86,83.0,Satisfactory
Chennai,2019-07-29,0.8,28.98,15.56,77.0,Satisfactory
Chennai,2019-07-30,0.9,32.77,23.47,74.0,Satisfactory
Chennai,2019-07-31,0.83,27.84,20.61,114.0,Moderate
Chennai,2019-08-01,0.83,27.36,16.49,105.0,Moderate
Chennai,2019-08-02,0.91,28.86,22.26,129.0,Moderate
Chennai,2019-08-03,0.88,42.01,30.79,130.0,Moderate
Chennai,2019-08-04,0.78,87.35,33.02,126.0,Moderate
Chennai,2019-08-05,0.71,54.48,25.52,105.0,Moderate
Chennai,2019-08-06,0.7,40.56,23.39,110.0,Moderate
Chennai,2019-08-07,0.62,37.98,16.89,65.0,Satisfactory
Chennai,2019-08-08,1.05,39.34,17.69,84.0,Satisfactory
Chennai,2019-08-09,0.65,42.18,17.47,70.0,Satisfactory
Chennai,2019-08-10,0.64,33.0,16.78,74.0,Satisfactory
Chennai,2019-08-11,0.57,15.17,13.39,76.0,Satisfactory
Chennai,2019-08-12,0.61,14.28,13.7,112.0,Moderate
Chennai,2019-08-13,0.9,15.41,14.07,80.0,Satisfactory
Chennai,2019-08-14,0.88,22.67,14.06,106.0,Moderate
Chennai,2019-08-15,0.86,36.98,16.94,105.0,Moderate
Chennai,2019-08-16,0.89,41.01,17.24,110.0,Moderate
Chennai,2019-08-17,0.57,29.75,15.33,82.0,Satisfactory
Chennai,2019-08-18,0.55,28.04,12.65,69.0,Satisfactory
Chennai,2019-08-19,0.94,42.66,18.01,58.0,Satisfactory
Chennai,2019-08-20,1.04,60.63,19.07,68.0,Satisfactory
Chennai,2019-08-21,1.0,54.1,18.82,77.0,Satisfactory
Chennai,2019-08-22,0.71,44.27,16.93,82.0,Satisfactory
Chennai,2019-08-23,0.64,15.38,14.8,52.0,Satisfactory
Chennai,2019-08-24,0.58,16.49,13.98,48.0,Good
Chennai,2019-08-25,0.61,26.11,13.79,47.0,Good
Chennai,2019-08-26,0.62,21.26,17.31,57.0,Satisfactory
Chennai,2019-08-27,0.59,20.03,19.81,48.0,Good
Chennai,2019-08-28,0.62,16.78,15.76,104.0,Moderate
Chennai,2019-08-29,0.67,19.36,15.8,51.0,Satisfactory
Chennai,2019-08-30,0.73,20.91,14.85,101.0,Moderate
Chennai,2019-08-31,0.75,19.77,14.73,121.0,Moderate
Chennai,2019-09-01,0.78,19.94,14.12,122.0,Moderate
Chennai,2019-09-02,1.05,38.11,15.41,108.0,Moderate
Chennai,2019-09-03,1.0,40.45,17.05,100.0,Satisfactory
Chennai,2019-09-04,0.93,41.25,18.79,146.0,Moderate
Chennai,2019-09-05,0.82,43.2,18.59,70.0,Satisfactory
Chennai,2019-09-06,0.81,41.7,22.76,75.0,Satisfactory
Chennai,2019-09-07,0.78,16.37,13.94,105.0,Moderate
Chennai,2019-09-09,0.85,39.76,13.31,76.0,Satisfactory
Chennai,2019-09-10,0.75,24.9,12.45,111.0,Moderate
Chennai,2019-09-11,0.86,26.19,12.23,150.0,Moderate
Chennai,2019-09-12,0.83,22.87,11.72,103.0,Moderate
Chennai,2019-09-13,0.71,23.38,11.32,78.0,Satisfactory
Chennai,2019-09-14,0.46,13.97,11.69,81.0,Satisfactory
Chennai,2019-09-15,0.64,15.1,10.29,89.0,Satisfactory
Chennai,2019-09-16,0.88,24.17,10.53,100.0,Satisfactory
Chennai,2019-09-17,0.92,24.31,11.14,96.0,Satisfactory
Chennai,2019-09-18,0.99,24.25,12.0,105.0,Moderate
Chennai,2019-09-19,1.15,26.02,12.44,95.0,Satisfactory
Chennai,2019-09-20,1.15,23.7,11.43,120.0,Moderate
Chennai,2019-09-21,0.83,12.39,13.74,106.0,Moderate
Chennai,2019-09-22,1.12,11.83,16.38,126.0,Moderate
Chennai,2019-09-23,0.76,24.8,12.87,135.0,Moderate
Chennai,2019-09-24,0.9,24.95,11.77,114.0,Moderate
Chennai,2019-09-25,0.86,24.36,10.73,93.0,Satisfactory
Chennai,2019-09-26,0.93,24.95,10.79,99.0,Satisfactory
Chennai,2019-09-27,0.89,25.31,10.05,103.0,Moderate
Chennai,2019-09-28,0.68,16.27,10.69,105.0,Moderate
Chennai,2019-09-29,0.88,13.55,9.1,116.0,Moderate
Chennai,2019-09-30,0.78,17.26,11.32,106.0,Moderate
Chennai,2019-10-01,0.84,19.85,13.2,109.0,Moderate
Chennai,2019-10-02,0.8,32.73,14.87,122.0,Moderate
Chennai,2019-10-03,0.83,30.25,13.87,110.0,Moderate
Chennai,2019-10-04,0.81,29.99,12.89,72.0,Satisfactory
Chennai,2019-10-05,0.63,13.78,15.4,78.0,Satisfactory
Chennai,2019-10-06,0.77,11.59,13.42,145.0,Moderate
Chennai,2019-10-07,0.75,71.41,24.13,108.0,Moderate
Chennai,2019-10-08,0.81,71.93,19.29,141.0,Moderate
Chennai,2019-10-09,0.87,70.21,21.5,114.0,Moderate
Chennai,2019-10-10,0.8,49.41,20.03,92.0,Satisfactory
Chennai,2019-10-11,0.76,26.58,12.98,87.0,Satisfactory
Chennai,2019-10-12,0.56,14.35,13.05,92.0,Satisfactory
Chennai,2019-10-13,0.67,10.29,12.82,89.0,Satisfactory
Chennai,2019-10-14,0.61,23.59,10.65,86.0,Satisfactory
Chennai,2019-10-15,0.68,26.6,14.28,75.0,Satisfactory
Chennai,2019-10-16,0.68,26.58,13.95,64.0,Satisfactory
Chennai,2019-10-17,0.81,32.82,14.72,61.0,Satisfactory
Chennai,2019-10-18,0.77,30.94,13.39,80.0,Satisfactory
Chennai,2019-10-19,0.6,26.93,16.52,75.0,Satisfactory
Chennai,2019-10-20,0.87,29.68,15.91,73.0,Satisfactory
Chennai,2019-10-21,0.85,26.59,14.07,71.0,Satisfactory
Chennai,2019-10-22,0.85,23.88,15.97,69.0,Satisfactory
Chennai,2019-10-23,0.9,25.99,13.91,81.0,Satisfactory
Chennai,2019-10-24,0.92,37.63,22.06,67.0,Satisfactory
Chennai,2019-10-25,0.95,70.13,29.32,86.0,Satisfactory
Chennai,2019-10-26,0.73,22.28,17.79,121.0,Moderate
Chennai,2019-10-27,1.34,16.17,18.36,306.0,Very Poor
Chennai,2019-10-28,1.42,92.78,26.17,208.0,Poor
Chennai,2019-10-29,0.8,86.42,33.68,83.0,Satisfactory
Chennai,2019-10-30,0.78,78.26,28.92,84.0,Satisfactory
Chennai,2019-10-31,0.99,71.49,27.43,141.0,Moderate
Chennai,2019-11-01,1.04,88.85,22.47,133.0,Moderate
Chennai,2019-11-02,0.71,21.3,15.48,76.0,Satisfactory
Chennai,2019-11-03,0.87,25.37,16.78,91.0,Satisfactory
Chennai,2019-11-04,0.98,44.24,19.41,222.0,Poor
Chennai,2019-11-05,1.08,50.12,19.12,261.0,Poor
Chennai,2019-11-06,1.09,47.78,18.98,229.0,Poor
Chennai,2019-11-07,1.04,48.42,18.15,273.0,Poor
Chennai,2019-11-08,0.96,44.44,17.94,294.0,Poor
Chennai,2019-11-09,0.86,19.52,13.83,253.0,Poor
Chennai,2019-11-10,0.98,17.81,13.01,230.0,Poor
Chennai,2019-11-11,0.82,28.7,14.86,192.0,Moderate
Chennai,2019-11-12,0.54,43.56,15.61,77.0,Satisfactory
Chennai,2019-11-13,0.52,68.8,13.89,76.0,Satisfactory
Chennai,2019-11-14,0.47,57.31,11.17,92.0,Satisfactory
Chennai,2019-11-15,0.52,48.59,15.3,84.0,Satisfactory
Chennai,2019-11-16,0.54,47.94,14.58,57.0,Satisfactory
Chennai,2019-11-17,0.53,22.5,14.19,122.0,Moderate
Chennai,2019-11-18,0.46,36.89,11.86,90.0,Satisfactory
Chennai,2019-11-19,0.55,46.14,11.17,63.0,Satisfactory
Chennai,2019-11-20,0.46,61.47,10.0,47.0,Good
Chennai,2019-11-21,0.47,78.83,10.78,56.0,Satisfactory
Chennai,2019-11-22,0.46,61.69,10.19,60.0,Satisfactory
Chennai,2019-11-23,0.47,49.2,15.6,64.0,Satisfactory
Chennai,2019-11-24,0.49,51.02,12.43,110.0,Moderate
Chennai,2019-11-25,0.47,39.16,12.6,86.0,Satisfactory
Chennai,2019-11-26,0.52,48.86,21.97,77.0,Satisfactory
Chennai,2019-11-27,0.53,43.12,12.54,80.0,Satisfactory
Chennai,2019-11-28,0.52,40.31,20.28,63.0,Satisfactory
Chennai,2019-11-29,0.45,83.27,10.09,53.0,Satisfactory
Chennai,2019-11-30,0.38,74.49,12.09,48.0,Good
Chennai,2019-12-01,0.47,53.9,12.66,60.0,Satisfactory
Chennai,2019-12-02,0.44,82.54,11.51,49.0,Good
Chennai,2019-12-03,0.54,195.53,12.03,56.0,Satisfactory
Chennai,2019-12-04,0.52,157.47,11.2,71.0,Satisfactory
Chennai,2019-12-05,0.44,149.57,11.1,93.0,Satisfactory
Chennai,2019-12-06,0.55,207.14,13.29,107.0,Moderate
Chennai,2019-12-07,0.91,126.94,15.86,76.0,Satisfactory
Chennai,2019-12-08,0.93,119.95,21.19,69.0,Satisfactory
Chennai,2019-12-09,0.71,94.18,26.96,61.0,Satisfactory
Chennai,2019-12-11,0.73,97.57,23.21,72.0,Satisfactory
Chennai,2019-12-12,0.54,104.69,16.54,62.0,Satisfactory
Chennai,2019-12-13,0.56,94.21,18.49,52.0,Satisfactory
Chennai,2019-12-14,0.72,91.29,21.13,68.0,Satisfactory
Chennai,2019-12-15,0.64,104.56,19.49,70.0,Satisfactory
Chennai,2019-12-16,0.7,73.65,18.27,59.0,Satisfactory
Chennai,2019-12-17,0.53,87.78,17.87,62.0,Satisfactory
Chennai,2019-12-18,0.52,87.37,17.69,92.0,Satisfactory
Chennai,2019-12-19,0.53,85.14,16.88,83.0,Satisfactory
Chennai,2019-12-20,0.66,86.5,16.87,106.0,Moderate
Chennai,2019-12-21,0.69,87.16,18.47,126.0,Moderate
Chennai,2019-12-22,0.6,80.23,16.14,134.0,Moderate
Chennai,2019-12-23,0.69,88.89,19.05,92.0,Satisfactory
Chennai,2019-12-24,0.6,76.4,19.46,99.0,Satisfactory
Chennai,2019-12-25,0.75,85.55,19.74,99.0,Satisfactory
Chennai,2019-12-26,0.72,84.51,20.28,110.0,Moderate
Chennai,2019-12-27,0.54,77.64,17.66,77.0,Satisfactory
Chennai,2019-12-28,0.65,87.86,20.27,65.0,Satisfactory
Chennai,2019-12-29,0.62,70.6,14.61,92.0,Satisfactory
Chennai,2019-12-30,0.57,56.89,14.2,83.0,Satisfactory
Chennai,2019-12-31,0.61,66.97,15.44,84.0,Satisfactory
Chennai,2020-01-01,0.65,69.17,12.66,70.0,Satisfactory
Chennai,2020-01-02,0.76,65.15,11.47,57.0,Satisfactory
Chennai,2020-01-03,0.97,60.39,10.95,74.0,Satisfactory
Chennai,2020-01-04,0.87,62.05,11.49,64.0,Satisfactory
Chennai,2020-01-05,0.77,45.46,8.69,62.0,Satisfactory
Chennai,2020-01-06,0.83,50.01,10.41,61.0,Satisfactory
Chennai,2020-01-07,0.55,53.89,12.16,55.0,Satisfactory
Chennai,2020-01-08,0.55,58.6,17.3,73.0,Satisfactory
Chennai,2020-01-09,0.78,48.44,17.47,79.0,Satisfactory
Chennai,2020-01-10,0.77,52.55,17.3,74.0,Satisfactory
Chennai,2020-01-11,0.79,58.71,18.69,72.0,Satisfactory
Chennai,2020-01-12,0.85,58.05,14.35,83.0,Satisfactory
Chennai,2020-01-13,0.88,61.12,16.68,140.0,Moderate
Chennai,2020-01-14,1.1,72.09,20.24,230.0,Poor
Chennai,2020-01-15,0.65,44.99,13.76,168.0,Moderate
Chennai,2020-01-16,0.65,44.81,12.32,74.0,Satisfactory
Chennai,2020-01-17,0.7,39.79,11.1,62.0,Satisfactory
Chennai,2020-01-18,0.84,39.0,10.68,65.0,Satisfactory
Chennai,2020-01-19,0.78,42.27,17.08,67.0,Satisfactory
Chennai,2020-01-20,0.88,50.68,23.7,69.0,Satisfactory
Chennai,2020-01-21,0.8,50.0,22.62,85.0,Satisfactory
Chennai,2020-01-22,0.89,58.36,20.03,93.0,Satisfactory
Chennai,2020-01-23,0.87,54.57,16.9,104.0,Moderate
Chennai,2020-01-24,0.97,47.63,24.68,123.0,Moderate
Chennai,2020-01-25,0.9,53.49,20.2,110.0,Moderate
Chennai,2020-01-26,0.9,50.09,16.43,87.0,Satisfactory
Chennai,2020-01-27,1.08,44.6,18.37,78.0,Satisfactory
Chennai,2020-01-28,1.11,42.72,17.4,85.0,Satisfactory
Chennai,2020-01-29,1.02,42.76,14.74,84.0,Satisfactory
Chennai,2020-01-30,0.94,45.74,14.87,87.0,Satisfactory
Chennai,2020-01-31,1.09,46.62,14.02,78.0,Satisfactory
Chennai,2020-02-01,0.86,46.18,13.12,63.0,Satisfactory
Chennai,2020-02-02,0.77,44.32,12.12,55.0,Satisfactory
Chennai,2020-02-03,0.88,43.9,13.74,63.0,Satisfactory
Chennai,2020-02-04,0.88,39.7,10.92,74.0,Satisfactory
Chennai,2020-02-05,0.84,38.35,13.26,94.0,Satisfactory
Chennai,2020-02-06,0.91,34.32,19.32,89.0,Satisfactory
Chennai,2020-02-07,0.78,35.67,14.12,75.0,Satisfactory
Chennai,2020-02-08,0.77,36.46,10.61,64.0,Satisfactory
Chennai,2020-02-09,0.8,40.54,8.77,61.0,Satisfactory
Chennai,2020-02-10,0.73,40.52,10.09,58.0,Satisfactory
Chennai,2020-02-11,0.84,39.59,19.96,69.0,Satisfactory
Chennai,2020-02-12,0.86,37.32,22.0,81.0,Satisfactory
Chennai,2020-02-13,0.93,38.99,18.01,93.0,Satisfactory
Chennai,2020-02-14,1.02,39.09,17.3,118.0,Moderate
Chennai,2020-02-15,0.9,43.92,17.74,121.0,Moderate
Chennai,2020-02-16,0.78,42.36,12.71,82.0,Satisfactory
Chennai,2020-02-17,0.77,39.88,13.64,72.0,Satisfactory
Chennai,2020-02-18,0.96,48.53,18.11,85.0,Satisfactory
Chennai,2020-02-19,0.77,91.73,14.71,84.0,Satisfactory
Chennai,2020-02-20,0.67,88.0,14.09,77.0,Satisfactory
Chennai,2020-02-21,0.83,73.98,19.91,75.0,Satisfactory
Chennai,2020-02-22,0.86,109.55,8.63,76.0,Satisfactory
Chennai,2020-02-23,0.72,104.04,8.88,65.0,Satisfactory
Chennai,2020-02-24,0.97,97.04,10.95,77.0,Satisfactory
Chennai,2020-02-25,0.9,78.04,12.69,81.0,Satisfactory
Chennai,2020-02-26,0.58,39.97,8.88,84.0,Satisfactory
Chennai,2020-02-27,0.67,41.23,8.7,83.0,Satisfactory
Chennai,2020-02-28,0.77,39.86,11.08,75.0,Satisfactory
Chennai,2020-02-29,0.69,44.53,14.62,72.0,Satisfactory
Chennai,2020-03-01,0.55,34.2,9.2,80.0,Satisfactory
